json_file_name;brand;brandtext;category;type;size;colors;season;pilling;condition;price;annotator;cut;pattern;trend;smell;stains;holes;damage;material;comment;usage;weight;Series;X;Y
labels_2022_12_01_10_01_59.json;Not in the list;Pinewood;Men;Jacket;M ;['Black'];Autumn;5.0;5.0;>400;22;['Regular', 'Turtle neck'];None;None;None;None;None;;100%polyester;;Reuse;;;;
labels_2022_12_01_13_18_24.json;Not in the list;;Children;Trousers;XL;['Blue'];Winter;3.0;3.0;<50;22;['Regular'];Logo print;None;None;None;Minor;;100%polyester;;Export;;;;
labels_2022_12_01_14_02_07.json;Not in the list;GRAFiTVS;Ladies;Tank top ;None;['Yellow'];Summer;5.0;5.0;<50;22;['Regular', 'C-collar'];None;None;None;None;None;;95%cotton 5%elastane;;Reuse;;;;
labels_2022_12_01_10_07_56.json;Etirel;;Ladies;Winter jacket;40;['Black'];Winter;4.0;3.0;100-150;22;['Regular', 'Turtle neck'];None;None;None;None;Minor;;100%polyamide;;Export;;;;
labels_2022_12_01_13_48_18.json;Gina Tricot;;Ladies;Hoodie;XL;['White'];Spring;5.0;5.0;50-100;22;['Cropped'];None;None;None;None;None;;80%cotton 20%polyester;;Export;;;;
labels_2022_12_01_13_16_21.json;Not in the list;;Men;Jeans;L;['Beige'];Spring;4.0;4.0;50-100;22;['Regular'];None;None;None;None;None;;97%cotton 3%elastane;;Reuse;;;;
labels_2022_12_01_14_19_56.json;Not in the list;;Ladies;Jeans;S ;['Blue', 'White'];Spring;5.0;4.0;50-100;22;['Regular'];None;None;None;None;None;;95%cotton 5%lycra;;Reuse;;;;
labels_2022_12_01_13_13_28.json;Not in the list;joy;Men;Sweater;L;['Blue'];Spring;4.0;4.0;50-100;22;['Regular', 'V-collar'];None;None;None;Minor;None;;100%cotton;;Export;;;;
labels_2022_12_01_13_11_53.json;Batistini (Dressman);;Men;Sweater;L;['Green'];Autumn;4.0;2.0;<50;22;['Regular', 'V-collar'];None;None;None;Major;None;;100%cotton;;Export;;;;
labels_2022_12_01_12_57_20.json;Not in the list;;Men;Vest;42;['Beige', 'Brown'];Autumn;5.0;4.0;100-150;22;['Regular', 'V-collar'];Geometric print;None;None;None;None;;73%acrylic 27%wool;;Reuse;;;;
labels_2022_12_01_14_06_34.json;Lindex;;Ladies;Vest;XL;['Yellow'];Spring;5.0;3.0;<50;22;['V-collar', 'Regular'];None;None;None;Minor;None;;69%cotton 31%polyester;;Export;;;;
labels_2022_12_01_14_04_20.json;Not in the list;VEGA;Ladies;Trousers;S ;['Black'];Summer;5.0;5.0;<50;22;['Cropped', 'Loose'];None;None;None;None;None;;95%polyester 5%elastane;;Reuse;;;;
labels_2022_12_01_14_00_15.json;Logg (H&M);;Ladies;Blouse;M ;['Brown'];Autumn;4.0;2.0;<50;22;['Regular', 'V-collar'];None;None;None;Major;None;;90%cotton 10%elastane;;Export;;;;
labels_2022_12_01_14_09_23.json;Not in the list;BO-JANGLES;Ladies;Jacket;42;['Black'];Autumn;4.0;3.0;<50;22;['Regular'];None;None;Minor;Minor;None;;98%nylon 2%elastane;;Export;;;;
labels_2022_12_01_13_56_36.json;Not in the list;VILA;Ladies;Sweater;M ;['Blue'];Winter;3.0;2.0;<50;22;['Regular', 'V-collar'];None;None;None;Minor;None;;75%viscose 25%polyester;;Export;;;;
labels_2022_12_01_10_19_35.json;Not in the list;MARIFA;Men;Trousers;None;['Grey'];Autumn;5.0;4.0;100-150;22;['Regular'];None;None;Minor;Minor;None;;55%polyester 45%wool;;Reuse;;;;
labels_2022_12_01_09_56_35.json;Everest;;Children;Winter trousers;104;['Orange', 'Black'];Winter;3.0;3.0;50-100;;['Regular'];None;None;Minor;Major;None;;50%nylon 50%polyester;;Export;;;;
labels_2022_12_01_10_15_13.json;Not in the list;;Ladies;Dress;42;['Multicolor', 'Purple', 'Black', 'White', 'Red', 'Grey'];Autumn;5.0;5.0;100-150;22;['Long'];Striped;None;Minor;None;None;;100%polyester;;Reuse;;;;
labels_2022_12_01_13_51_18.json;Not in the list;FILATI;Men;Sweater;None;['Multicolor', 'Turquoise', 'Purple', 'White', 'Black', 'Blue', 'Green'];Spring;4.0;3.0;50-100;22;['Regular', 'C-collar'];Geometric print;None;Minor;Minor;None;;78%acrylic;;Export;;;;
labels_2022_12_01_13_07_23.json;Not in the list;;Men;Sweater;None;['Multicolor', 'Green', 'Yellow', 'Black', 'Blue', 'Red'];Autumn;3.0;3.0;<50;22;['Regular', 'C-collar'];Striped;None;Minor;None;None;;66%acrylic 34%cotton;;Export;;;;
labels_2022_12_01_10_10_58.json;Lindex;;Children;Rain jacket;98;['Multicolor', 'Purple', 'Pink', 'Orange', 'Blue', 'Black', 'Beige', 'White'];Spring;4.0;2.0;<50;22;['Regular', 'Turtle neck'];Other;None;None;Major;None;;100%polyester;;Export;;;;
labels_2022_12_01_12_52_40.json;Park Lane;;Men;Sweater;M ;['Purple'];Autumn;5.0;5.0;100-150;22;['Regular', 'Turtle neck'];None;None;Minor;None;None;;100%cotton;;Reuse;;;;
labels_2022_12_01_13_25_14.json;Only;;Ladies;T-shirt;L;['White', 'Blue', 'Grey', 'Black', 'Multicolor'];Spring;3.0;2.0;<50;22;['Regular', 'C-collar'];Other;None;None;Major;None;;95%polyester 5%elastane;;Export;;;;
labels_2022_12_01_13_44_48.json;Gina Tricot;;Ladies;Hoodie;XL;['Blue'];Spring;5.0;4.0;50-100;22;['Cropped'];None;None;None;Minor;None;;80%cotton 20%polyester;;Export;;;;
labels_2022_12_01_14_12_32.json;Cue;;Ladies;Blouse;40;['Black'];Autumn;4.0;3.0;<50;22;['Regular', 'V-collar'];None;None;Minor;Minor;None;;100%cotton;;Export;;;;
labels_2022_12_01_13_09_52.json;Not in the list;;Men;Shirt;42;['White', 'Black'];Spring;5.0;5.0;50-100;22;['Regular'];Checkered print;None;None;None;None;;60%viscose 40%polyester;;Reuse;;;;
labels_2022_12_01_13_30_10.json;Not in the list;;Ladies;Blouse;None;['White'];Summer;4.0;2.0;<50;22;['Regular', 'C-collar'];Lace;None;Minor;Major;None;;55%cotton 45%viscose;;Export;;;;
labels_2022_12_01_12_49_46.json;Not in the list;;Ladies;Blouse;42;['Multicolor', 'Green', 'Black', 'White'];Spring;5.0;5.0;50-100;22;['Regular', 'V-collar'];Geometric print;None;None;None;None;;100%viscose;;Reuse;;;;
labels_2022_12_01_13_34_22.json;Not in the list;;Unisex;Shorts;XXL;['White'];Summer;5.0;5.0;50-100;22;['Regular'];Logo print;None;None;None;None;;100%polyester;;Reuse;;;;
labels_2022_12_01_13_28_10.json;Not in the list;;Ladies;Trousers;L;['Multicolor', 'White', 'Green', 'Grey', 'Yellow', 'Pink', 'Purple', 'Brown', 'Blue', 'Black'];Spring;3.0;3.0;<50;22;['Regular'];Floral print;None;None;Minor;None;;95%cotton 5%elastane;;Export;;;;
labels_2022_12_01_10_04_50.json;Everest;;Children;Jacket;146;['Blue'];Autumn;5.0;5.0;100-150;22;['Regular', 'Turtle neck'];None;None;None;None;None;;100%polyamide;;Reuse;;;;
labels_2022_12_01_13_20_26.json;Not in the list;;Ladies;Blouse;None;['White'];Spring;4.0;2.0;<50;22;['Regular', 'Turtle neck'];None;None;None;Major;None;;100%polyester;;Export;;;;
labels_2022_12_01_13_54_08.json;Rappson   (Gubb);;Men;Trousers;None;['Blue'];Autumn;5.0;4.0;100-150;22;['Regular'];None;None;None;Minor;None;;65%polyester 35%cotton;;Reuse;;;;
labels_2022_12_07_14_36_08.json;Not in the list;Jersey modeller;Ladies;T-shirt;38;['Brown'];Summer;4.0;3.0;50-100;14;['Tight'];None;None;Minor;None;None;;77% wool, 23% acrylic;Vintage;Reuse;;;;
labels_2022_12_07_14_09_26.json;Not in the list;Tailored Originals;Men;T-shirt;M ;['Red'];All;5.0;2.0;<50;14;['Regular', 'V-collar'];None;None;Minor;None;None;Washed out;100% cotton; ;Recycle;;;;
labels_2022_12_07_14_21_37.json;Indiska;;Ladies;Top;M ;['White'];Summer;5.0;3.0;<50;14;['Regular', 'V-collar'];Transparent;None;Minor;Minor;Minor;;100% viscose;;Recycle;;;;
labels_2022_12_07_14_26_55.json;Not in the list;D-XEL;Children;Shorts;140;['Black'];Summer;5.0;3.0;<50;14;['Regular'];Lace;None;Minor;None;None;;53% polyester, 47% nylon;Multilayer;Reuse;;;;
labels_2022_12_07_14_05_14.json;Lindex;;Ladies;Jacket;M ;['Beige'];Spring;5.0;4.0;100-150;14;['Loose', 'Long', 'V-collar'];None;None;Minor;Minor;None;;65% Polyester, 35% cotton;Multilayer ;Export;;;;
labels_2022_12_07_14_16_17.json;Not in the list;Conrads;Ladies;Dress;36;['Green', 'Yellow'];Summer;5.0;3.0;100-150;14;['Tight', 'V-collar'];Other;None;Minor;Minor;Major;S;80% cotton, 20% acrylic; Sweat stains, broken seams, broken fabric, vintage;Repair;;;;
labels_2022_12_07_13_31_00.json;Not in the list;Dotted Blue;Ladies;Top;L;['Green', 'White', 'Black', 'Multicolor'];All;5.0;1.0;<50;14;['Loose', 'C-collar'];Geometric print;None;Minor;None;None;Loose thread;100% viscose;;Recycle;;;;
labels_2022_12_08_11_52_35.json;Shirt Factory;Design Linnéa Braun;Ladies;Shirt;44;['White'];All;5.0;3.0;50-100;14;['Loose'];Embroidered;None;None;Minor;None;;100% cotton;Test 91;Recycle;;;;
labels_2022_12_08_09_30_41.json;Not in the list;CHILLNORWAY;Ladies;Blouse;M ;['Purple'];Summer;4.0;2.0;<50;14;['Loose'];None;None;Minor;Minor;Minor;;100% silk;Multilayer;Recycle;;;;
labels_2022_12_08_10_27_21.json;Not in the list;Creem by Adelsten;Ladies;Shirt;M ;['Green'];All;5.0;3.0;100-150;14;['Loose'];None;90s;None;None;None;Washed out seams;100% silk;Test 95, vintage;Reuse;;;;
labels_2022_12_08_09_44_28.json;H&M;;Ladies;Dress;44;['Black', 'Beige', 'White', 'Multicolor'];All;4.0;3.0;100-150;14;['Tight', 'Long'];Geometric print;None;Minor;None;None;;100% acrylic;Vintage, hairy;Reuse;;;;
labels_2022_12_08_08_43_27.json;Flash;;Ladies;Skirt;M ;['Green', 'Beige'];Summer;5.0;5.0;50-100;14;['Regular'];Striped;None;None;None;None;;78% cotton, 20% polyester, 2% elastane;;Reuse;;;;
labels_2022_12_08_08_47_09.json;Not in the list;number One;Ladies;Trousers;40;['White'];Summer;2.0;3.0;<50;14;['Regular'];None;None;Minor;None;None;;100% cotton;;Recycle;;;;
labels_2022_12_08_12_17_22.json;Not in the list;Basic U;Ladies;Cardigan;M ;['Pink'];All;5.0;5.0;50-100;14;['Regular'];None;None;None;None;None;;100% cotton;Test 90;Reuse;;;;
labels_2022_12_08_09_37_48.json;Craft;;Ladies;Training top;44;['Black', 'Red', 'Grey', 'Multicolor'];All;5.0;3.0;<50;14;['Tight'];Logo print;Sports;Minor;None;None;Pulled threads;92% polyester, 8% lycra;;Export;;;;
labels_2022_12_08_09_49_35.json;Cross Sportwear;;Ladies;Top;42;['White', 'Blue', 'Red', 'Multicolor'];All;2.0;1.0;<50;14;['Tight'];Striped;None;Minor;None;None;Crooked;95% cotton, 5% elastane;;Recycle;;;;
labels_2022_12_08_10_12_22.json;Flash;;Ladies;Shirt;L;['Blue'];All;1.0;1.0;<50;14;['Tight'];None;Denim;Minor;Minor;Minor;;98% cotton, 2% elastane;;Recycle;;;;
labels_2022_12_08_10_00_54.json;Esprit;;Ladies;Trousers;38;['Blue'];All;5.0;5.0;100-150;14;['Regular'];None;None;Minor;None;None;;84% cotton, 12% modal, 4% elastane;;Reuse;;;;
labels_2022_12_08_11_47_02.json;Soul River;;Ladies;Shirt;44;['Blue'];All;5.0;4.0;50-100;14;['Regular'];None;Denim;Major;None;None;Missing button;100% cotton;Test 92;Export;;;;
labels_2022_12_08_09_53_35.json;Not in the list;K.woman;Ladies;Cardigan;42;['Orange'];Autumn;4.0;3.0;50-100;14;['Regular'];None;None;Minor;None;None;;100% acrylic;;Reuse;;;;
labels_2022_12_08_12_12_41.json;Not in the list;Basic U;Ladies;Cardigan;L;['Blue'];All;5.0;5.0;50-100;14;['Tight', 'Loose'];None;None;Minor;None;None;;80% viscose, 20% nylon;Test 93;Reuse;;;;
labels_2022_12_08_12_08_41.json;Mywear (Ica);;Ladies;Top;M ;['Black'];All;5.0;2.0;<50;14;['Tight, Turtle neck'];Logo print;None;Minor;None;None;Broken logo ;95% viscose, 5% elastane;Test 98;Recycle;;;;
labels_2022_12_08_09_57_38.json;Cross Sportwear;;Ladies;Top;42;['Red', 'Black'];All;1.0;1.0;<50;14;['Tight'];Striped;None;None;None;None;Broken seams;95% cotton, 5% elastane;;Recycle;;;;
labels_2022_12_08_10_58_57.json;Not in the list;Basic you;Ladies;Cardigan;L;['White'];All;5.0;5.0;50-100;14;['Tight'];None;None;Minor;None;None;;100% cotton;Test 100;Reuse;;;;
labels_2022_12_08_10_21_03.json;Not in the list;Gefa Jeans;Ladies;Shorts;M ;['Black'];Summer;5.0;1.0;<50;14;['Regular'];None;Denim;Minor;None;None;Bad seams, washed out;98% cotton, 2% elastane;Made shorter at home (badly done therefor bad seams);Recycle;;;;
labels_2022_12_08_10_06_18.json;Not in the list;Brenda;Ladies;Skirt;S ;['Purple'];All;5.0;5.0;100-150;14;['Tight', 'Long'];None;None;None;None;None;;100% polyester;Vintage;Reuse;;;;
labels_2022_12_08_10_31_20.json;Bikbok;;Ladies;Top;L;['Yellow'];All;3.0;1.0;<50;14;['Tight'];None;None;Minor;Major;None;;96% viscose, 4% elastane;Test 94, paint stains;Recycle;;;;
labels_2022_12_08_08_35_32.json;Not in the list;Rose -;Ladies;Sweater;XL;['White'];All;2.0;1.0;<50;14;['V-collar', 'Regular'];None;None;Minor;None;None;;65% polyamide, 30% cotton, 5% lycra;;Export;;;;
labels_2022_12_08_08_17_45.json;Not in the list;Marine;Ladies;Jacket;40;['Blue', 'Grey', 'White', 'Multicolor'];Spring;4.0;2.0;50-100;14;['Regular'];None;Sports;Minor;None;Minor;;100% polyester;;Recycle;;;;
labels_2022_12_08_08_26_53.json;Not in the list;Selected;Ladies;Jacket;50;['Black'];All;5.0;2.0;50-100;14;['Tight', 'V-collar'];None;None;None;Minor;None;;50% wool, 50% polyester;Multilayer, hairy;Export;;;;
labels_2022_12_15_14_20_55.json;Not in the list;;Ladies;Winter jacket;S ;['White', 'Beige'];Winter;3.0;2.0;<50;22;['Regular'];None;None;Minor;Major;None;1;100%polyester;;Export;;;;
labels_2022_12_15_13_31_10.json;Free Quent;;Ladies;Dress;S ;['Green'];Autumn;3.0;2.0;<50;22;['Regular', 'C-collar'];None;None;Major;Major;None;;50%cotton 50%viscose;;Export;;;;
labels_2022_12_15_12_58_20.json;Not in the list;;Ladies;T-shirt;M ;['Red', 'Multicolor', 'White', 'Yellow', 'Black', 'Pink', 'Turquoise', 'Purple', 'Blue', 'Grey'];Winter;3.0;3.0;<50;22;['C-collar', 'Long'];Other;None;None;Minor;None;;60%cotton 40%polyester;;Export;;;;
labels_2022_12_15_13_04_44.json;Lindex;;Children;Top;110;['Multicolor', 'Pink', 'White', 'Brown', 'Blue', 'Green', 'Yellow'];Spring;3.0;3.0;<50;22;['Regular', 'C-collar'];Floral print;None;None;Major;None;;100%cotton;;Export;;;;
labels_2022_12_15_14_33_02.json;Not in the list;;Men;Shirt;L;['Grey'];Spring;5.0;5.0;100-150;22;['Regular'];None;None;None;None;None;;65%polyester 35%cotton;;Reuse;;;;
labels_2022_12_15_14_38_10.json;Not in the list;TOMMY HILFIGER;Men;Shirt;L;['Blue', 'Grey'];Spring;4.0;4.0;50-100;22;['Regular'];Checkered print;None;Minor;Minor;None;;100%Cotton;;Export;;;;
labels_2022_12_15_13_18_28.json;Not in the list;;Men;T-shirt;M ;['Pink'];Summer;5.0;5.0;50-100;22;['Regular', 'V-collar'];None;None;None;None;None;;65%cotton 35%polyester;;Reuse;;;;
labels_2022_12_15_12_46_20.json;Not in the list;joy;Men;Sweater;XL;['Multicolor', 'Black', 'Purple', 'Grey', 'Green', 'Red', 'Pink'];Autumn;3.0;3.0;<50;22;['Regular', 'V-collar'];Striped;None;None;Major;None;;100%cotton;;Export;;;;
labels_2022_12_15_14_27_16.json;Not in the list;;Men;Trousers;None;['White', 'Blue'];Autumn;2.0;2.0;<50;22;['Regular'];Striped;None;Minor;Major;Minor;1;100%polyester;;Export;;;;
labels_2022_12_15_13_18_53.json;Not in the list;Shein;Ladies;Dress;M ;['Pink'];Summer;5.0;5.0;50-100;22;['Regular', 'V-collar'];None;None;None;None;None;;65%cotton 35%polyester;;Reuse;;;;
labels_2022_12_15_13_27_56.json;Not in the list;;Ladies;Cardigan;L;['Beige'];Spring;3.0;3.0;<50;22;['Regular'];None;None;Minor;None;None;;69%polyester 20%rayon 2%spandex;;Export;;;;
labels_2022_12_15_13_06_19.json;Carl William;;Men;T-shirt;XL;['Blue', 'Grey'];Summer;3.0;3.0;<50;22;['Regular', 'C-collar'];Other;None;None;Major;None;;100%cotton;;Export;;;;
labels_2022_12_15_13_15_41.json;Not in the list;;Men;T-shirt;XXL;['White', 'Blue', 'Beige', 'Multicolor'];Summer;3.0;3.0;<50;22;['Regular'];Striped;None;Minor;Minor;None;;100%cotton;;Export;;;;
labels_2022_12_15_12_49_23.json;Not in the list;;Men;Jacket;XXL;['Multicolor', 'Red', 'Pink', 'Blue'];Spring;3.0;2.0;<50;22;['Regular', 'Turtle neck'];Logo print;None;Minor;Major;Minor;;100%cotton;;Export;;;;
labels_2022_12_15_14_50_13.json;Newbie (Kappahl);;Children;Blouse;122;['Multicolor', 'White', 'Green', 'Pink', 'Brown'];Spring;5.0;5.0;50-100;22;['Regular', 'V-collar'];Floral print;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2022_12_15_13_01_28.json;Levi'S;;Unisex;Hoodie;S ;['White'];Spring;3.0;1.0;<50;22;['Regular'];Logo print;None;None;Major;None;;100%cotton;;Export;;;;
labels_2022_12_15_14_46_01.json;Soc (Stadium);;Children;Tights;110;['Multicolor', 'Black', 'Blue', 'Pink', 'Purple', 'White', 'Orange', 'Brown', 'Green', 'Turquoise', 'Grey'];Spring;5.0;5.0;50-100;22;['Regular'];Floral print;None;None;None;None;;92%polyester 8%elastane;;Reuse;;;;
labels_2022_12_15_13_08_25.json;These Glory Days;;Ladies;Sweater;L;['Beige'];Winter;5.0;5.0;100-150;22;['Regular', 'C-collar'];None;None;None;None;None;;100%wool;;Reuse;;;;
labels_2022_12_15_14_40_35.json;Not in the list;LIVERGY;Men;T-shirt;L;['Blue'];Spring;4.0;3.0;<50;22;['Regular'];Logo print;None;None;Major;None;;100%Cotton;;Export;;;;
labels_2022_12_15_14_43_15.json;Puma;;Ladies;Trousers;S ;['Red', 'Pink'];Spring;4.0;5.0;50-100;22;['Regular'];Logo print;None;None;None;None;;73%cotton 27%polyester;;Reuse;;;;
labels_2022_12_15_14_28_49.json;Carl William;;Men;T-shirt;XL;['Black', 'Grey'];Autumn;4.0;3.0;<50;22;['Regular'];Striped;None;Minor;Major;None;;100%cotton;;Export;;;;
labels_2022_12_15_12_52_13.json;Adidas;;Ladies;Training top;42;['Pink'];Summer;3.0;3.0;<50;22;['Regular', 'C-collar'];Logo print;Sports;None;Minor;None;;100%polyester;;Export;;;;
labels_2022_12_15_12_54_05.json;H&M;;Ladies;Tank top ;L;['Pink'];Summer;4.0;4.0;<50;22;['Regular', 'C-collar'];None;None;Minor;Minor;None;;95%cotton 5%elastane;;Export;;;;
labels_2022_12_15_13_22_19.json;Odd Molly;;Ladies;Blouse;None;['Multicolor', 'Blue', 'Turquoise', 'White', 'Beige', 'Brown', 'Red', 'Pink', 'Black', 'Grey'];Spring;4.0;2.0;<50;22;['Regular', 'V-collar'];Floral print;None;Minor;Minor;None;;100%viscose;;Export;;;;
labels_2022_12_15_13_13_11.json;H&M;;Ladies;Dress;36;['White', 'Black'];Summer;4.0;2.0;<50;22;['Regular', 'C-collar'];None;Leather;Minor;Minor;None;;100%viscose;;Export;;;;
labels_2022_12_02_10_29_50.json;Not in the list;;Ladies;Skirt;L;['Black'];Summer;5.0;4.0;<50;22;['Tight', 'Cropped'];None;None;Minor;None;None;;65%polyester 35%cotton;;Export;;;;
labels_2022_12_02_09_49_26.json;Isolde;;Ladies;Blouse;44;['White'];Summer;4.0;2.0;<50;22;['Regular', 'C-collar'];None;None;Minor;Major;None;;100%cotton;;Export;;;;
labels_2022_12_02_10_18_37.json;Not in the list;;Ladies;T-shirt;46;['Blue', 'White', 'Black', 'Multicolor'];Spring;5.0;5.0;50-100;22;['Regular', 'V-collar'];Floral print;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2022_12_02_08_38_23.json;Not in the list;ASILK;Ladies;Pajamas;L;['Brown', 'Yellow'];All;5.0;2.0;50-100;14;['Regular'];Animal print;None;None;None;Minor;;100% silk;test 96;Repair;;;;
labels_2022_12_02_10_45_43.json;Not in the list;VERO MODA;Ladies;Sweater;L;['Grey'];Winter;1.0;2.0;<50;22;['Regular', 'Turtle neck'];None;None;Major;Major;None;;100%acrylic;;Export;;;;
labels_2022_12_02_09_19_41.json;Not in the list;C P H;Ladies;Shirt;44;['Pink'];Spring;4.0;3.0;50-100;22;['Regular'];Striped;None;None;Minor;None;;70%cotton 27%polyester 3%elastane;;Export;;;;
labels_2022_12_02_09_51_52.json;Isolde;;Ladies;T-shirt;XXL;['Pink'];Summer;4.0;4.0;<50;22;['Regular', 'C-collar'];None;None;Minor;Minor;None;;95%viscose 5%elastane;;Export;;;;
labels_2022_12_02_10_24_27.json;Not in the list;XLNT;Ladies;T-shirt;L;['Black'];Summer;5.0;2.0;<50;22;['Regular', 'V-collar'];None;None;Minor;Major;None;;100%cotton;;Export;;;;
labels_2022_12_02_09_37_03.json;Kappahl;;Ladies;Skirt;44;['Blue'];Summer;4.0;3.0;<50;22;['Tight'];None;Denim;None;None;None;;100%cotton;;Export;;;;
labels_2022_12_02_10_27_34.json;Isolde;;Ladies;Jeans;42;['Blue'];Spring;4.0;3.0;<50;22;['Cropped'];None;Denim;Minor;Minor;None;;85%cotton 13%polyester 2%elastane;;Export;;;;
labels_2022_12_02_10_35_57.json;Not in the list;sOliver;Ladies;Blouse;46;['Black'];Summer;5.0;5.0;50-100;22;['Regular', 'C-collar'];None;None;None;None;None;;100%cotton;;Reuse;;;;
labels_2022_12_02_09_31_50.json;Isolde;;Ladies;T-shirt;L;['Black', 'White'];Autumn;5.0;5.0;<50;22;['C-collar', 'Regular'];Geometric print;None;None;None;None;;95%polyester 5%elastane;;Reuse;;;;
labels_2022_12_02_09_42_30.json;Cellbes;;Ladies;T-shirt;46;['Black'];Summer;4.0;4.0;<50;22;['Regular', 'C-collar'];None;None;None;Minor;None;;100%cotton;;Export;;;;
labels_2022_12_02_10_32_34.json;Cellbes;;Ladies;Dress;46;['Multicolor', 'Blue', 'Black', 'White'];Summer;5.0;4.0;<50;22;['Regular', 'C-collar'];Floral print;None;None;None;None;;50%cotton 50%viscose;;Export;;;;
labels_2022_12_02_09_10_24.json;Not in the list;;Ladies;Blazer;44;['Black'];Autumn;5.0;3.0;50-100;22;['Regular'];None;None;Minor;Minor;None;;100%polyester;;Export;;;;
labels_2022_12_02_09_04_09.json;H&M;;Ladies;Blouse;40;['Pink', 'Black'];Spring;4.0;2.0;<50;22;['Regular', 'V-collar'];Lace;None;Minor;Major;None;;100%polyester;;Export;;;;
labels_2022_12_02_09_55_04.json;Not in the list;CULTURE;Ladies;Blouse;L;['Beige'];Autumn;3.0;3.0;<50;22;['Regular', 'C-collar'];Striped;None;Minor;Minor;None;;100%cotton;;Export;;;;
labels_2022_12_02_09_28_06.json;Melly Moda;;Ladies;Top;S ;['Black'];Summer;4.0;3.0;<50;22;['Regular', 'C-collar'];None;None;Major;Minor;None;;90%cotton 10%elastane;;Export;;;;
labels_2022_12_02_09_37_13.json;Kappahl;;Ladies;Skirt;44;['Blue'];Summer;4.0;3.0;<50;22;['Tight'];None;Denim;None;Minor;None;;100%cotton;;Export;;;;
labels_2022_12_02_09_56_51.json;Soya/Soyaconcept;;Ladies;Blouse;XXL;['Blue'];Spring;5.0;5.0;50-100;22;['Regular', 'V-collar'];None;None;None;None;None;;100%viscose;;Reuse;;;;
labels_2022_12_02_09_39_02.json;Lindex;;Ladies;Skirt;44;['Black', 'White'];Summer;4.0;3.0;<50;22;['Tight'];None;None;None;Minor;None;;98%cotton 2%elastane;;Export;;;;
labels_2022_12_02_09_29_57.json;H&M;;Ladies;Tank top ;L;['Black', 'White'];Summer;4.0;2.0;<50;22;['C-collar', 'Loose'];Geometric print;None;None;Major;None;;100%polyester;;Export;;;;
labels_2022_12_02_09_40_34.json;Isolde;;Ladies;Blouse;XL;['Blue', 'White'];Summer;4.0;3.0;<50;22;['Regular', 'C-collar'];Striped;None;None;Minor;None;;100%viscose;;Export;;;;
labels_2022_12_02_09_08_09.json;H&M;;Ladies;Trousers;38;['Black'];Autumn;3.0;3.0;50-100;22;['Loose'];Striped;None;Minor;Minor;None;;62%polyester 31%rayon 5%spandex 1%metallic fibres 1%nylon;;Export;;;;
labels_2022_12_02_09_23_52.json;Not in the list;Lilly of Sweden;Ladies;Dress;L;['Black'];Summer;4.0;2.0;<50;22;['Regular', 'V-collar'];Lace;None;None;Minor;None;;50%cotton 50%viscose;;Export;;;;
